Year,Donor,Where Donor Lives,Donor's Source of Wealth,Recipient,Recipient Location,Cause,Gift type,Gift Value
2016,Wes Patterson and Stacy Quinn,New Mexico,Technology,Taos Community Foundation (N.M.),New Mexico,Community foundations,Gift,"$1,000,000 "
2016,Mary Ullen,Florida,,"Avow Foundation (Naples, Fla.)",Florida,Human and social services,Gift,"$1,000,000 "
2016,Michael and Marlys Haverty Family Foundation (Michael and Marlys Haverty),Missouri,Transportation,Union Station-Kansas City (Mo.),Missouri,Museums and libraries,Gift,"$1,000,000 "
2016,Charles and Judith Astrin,Montana,Health care,Great Falls Public Schools Foundation (Mont.),Montana,Education,Bequest,"$1,000,000 "
2016,Michael J. Sacks,Illinois,Finance,Barack Obama Foundation (Chicago),Illinois,Public affairs,Gift,"$1,000,000 "
2016,Fred Eychaner,Illinois,Media and entertainment,Barack Obama Foundation (Chicago),Illinois,Public affairs,Gift,"$1,000,000 "
2016,Reid Hoffman,California,Technology,U. of Oxford (England),,International,Gift,"$1,000,000 "
2016,Stuart Z. Katz,New York,Law,City College of New York,New York,Colleges and universities,,"$1,000,000 "
2016,M. Bobbie Bailey,Georgia,,"Berry College (Rome, Ga.)",Georgia,Colleges and universities,Bequest,"$1,000,000 "
2016,Edna Cook Norvell,,,Southern Arkansas U. Foundation (Magnolia),Arkansas,Colleges and universities,,"$1,000,000 "
2016,Gene Phillips and Roxanne Phillips and Brad Phillips and Terri Phillips,Texas,,Parish Episcopal School (Dallas),Texas,Education,,"$1,000,000 "
2016,Greg and Donna Wannemacher,Ohio,,Bluffton U. (Ohio),Ohio,Colleges and universities,,"$1,000,000 "
2016,Carney Family Foundation (Patrick Carney),Massachusetts,Finance,Fall River Diocese (Mass.),Massachusetts,Religious groups,GiftMatching,"$1,000,000 "
2016,Abraham J. & Phyllis Katz Foundation (Abraham and Phyllis Katz),Georgia,Manufacturing,Emory Chamber Music Society (Atlanta),Georgia,Arts,GiftChallenge,"$1,000,000 "
2016,Jonathan Logan Family Foundation (Jonathan Logan),California,,"Carey Institute for Global Good (Rensselaerville, N.Y.)",New York,Other groups,,"$1,000,000 "
2016,Mark and Dianne Ross,Arkansas,Finance,"Baptist Preparatory School (Little Rock, Ark.)",Arkansas,Education,Gift,"$1,000,000 "
2016,Anonymous,,,"Cleveland State U., Center for Gene Regulation in Health and Disease",Ohio,Health,Gift,"$1,000,000 "
2016,Shad Khan,Florida,Professional Sports,"Baptist Health (Jacksonville, Fla.)",Florida,Health,GiftMatching,"$1,000,000 "
2016,Vivek Garipalli,New Jersey,Health care,Bowery Mission (New York),New York,Human and social services,Gift,"$1,000,000 "
2016,Ben J. Davenport Jr. and Betty Davenport,Virginia,Energy,"Davenport Early Childhood Development Institute (Danville, Va.)",Virginia,Education,Gift,"$1,000,000 "
2016,Anonymous,,,Springfield Foundation (Ohio),Ohio,Education,Bequest,"$1,000,000 "
2016,Anonymous,,,Monmouth College (Ill.),Illinois,Colleges and universities,,"$1,000,000 "
2016,Charles S. Ackerman,Georgia,Real estate,"Emory U., Carlos Museum (Atlanta)",Georgia,Museums and libraries,Gift,"$1,000,000 "
2016,Steven L. and Sherry Einhorn,New York,Consulting,Syracuse U. (N.Y.),New York,Colleges and universities,Gift,"$1,000,000 "
2016,Jeremy Lin,,Professional Sports,"Harvard U. (Cambridge, Mass.)",Massachusetts,Colleges and universities,,"$1,000,000 "
2016,Fredric Levin,Florida,Law,"Institute for Human and Machine Cognition (Pensacola, Fla.)",Florida,Science,Gift,"$1,000,000 "
2016,Anonymous,,,New York City Opera,New York,Arts,MatchingChallenge,"$1,000,000 "
2016,John Wise III,,Media and entertainment,Butler County Community College (Pa.),Pennsylvania,Colleges and universities,,"$1,000,000 "
2016,Mary Livingston Griggs and Mary Griggs Burke Foundation (Mary Griggs Burke),New York,Family wealth,"Northland College (Ashland, N.C.)",North Carolina,Colleges and universities,,"$1,000,000 "
2016,Ramon Sessions,,Professional Sports,U. of Nevada at Reno,Nevada,Colleges and universities,,"$1,000,000 "
2016,Mary Templeton,Texas,Technology,United Way of Metropolitan Dallas,Texas,Human and social services,Gift,"$1,000,000 "
2016,Margaret McDermott,Texas,Family wealth,United Way of Metropolitan Dallas,Texas,Human and social services,Gift,"$1,000,000 "
2016,Sean Combs,New Jersey,Entertainment,Howard U. (Washington),District of Columbia,Colleges and universities,Pledge,"$1,000,000 "
2016,Richard Rasiej and Joan Herman,California,Insurance,"U. of Southern California, Rossier School of Education (Los Angeles)",California,Colleges and universities,Gift,"$1,000,000 "
2016,Thomas and Paula Scheye,Maryland,Education,Loyola U. Maryland (Baltimore),Maryland,Colleges and universities,,"$1,000,000 "
2016,Marianne Harms,Maryland,Engineering,College of Southern Maryland (La Plata),Maryland,Colleges and universities,Pledge,"$1,000,000 "
2016,David and Lynette Snow,Connecticut,"Health care, Technology",Clemson U. (S.C.),South Carolina,Colleges and universities,PledgeChallenge,"$1,000,000 "
2016,Marvin E. Odum III and Mariloli Odum,Texas,Oil,U. of Houston,Texas,Colleges and universities,Gift,"$1,000,000 "
2016,Turner Family Foundation (Robert and Carolyn Turner),Pennsylvania,Finance,"Bradley U. (Peoria, Ill.)",Illinois,Colleges and universities,Gift,"$1,000,000 "
2016,Anonymous,,,Manistee County Community Foundation (Mich.),Michigan,Community foundations,ChallengePledgeUnrestricted,"$1,000,000 "
2016,Jan Serr,Wisconsin,Media and entertainment,U. of Wisconsin at Milwaukee,Wisconsin,Colleges and universities,Gift,"$1,000,000 "
2016,Eli and Abby Manning,New York,Professional Sports,U. of Mississippi Medical Center (Jackson),Mississippi,Health,Gift,"$1,000,000 "
2016,Emil and Nancy Graeser,Kentucky,Manufacturing,"Botanica (Louisville, Ky.)",Kentucky,Other groups,PledgeChallenge,"$1,000,000 "
2016,Jack and Dorothy Byrne Foundation (Dorothy Byrne),New Hampshire,Insurance,Vermont Public Radio (Colchester),Vermont,Other groups,ChallengePledge,"$1,000,000 "
2016,Cupid Foundation (Kevin Plank),Maryland,Retail,Partners in Excellence (Baltimore),Maryland,Education,Gift,"$1,000,000 "
2016,Dean and Kathleen Lagorio Janssen,California,Agriculture,"U. of the Pacific (Stockton, Calif.)",California,Colleges and universities,,"$1,000,000 "
2016,Planethood Foundation (Benjamin Ferencz),,Law,United States Holocaust Memorial Museum (Washington),District of Columbia,Museums and libraries,Pledge,"$1,000,000 "
2016,Nancy Donahue,,,U. of Massachusetts at Lowell,Massachusetts,Colleges and universities,,"$1,000,000 "
2016,Anonymous,,,"Bolles School (Ponte Vedra Beach, Fla.)",Florida,Education,Gift,"$1,000,000 "
2016,Anita Zucker,South Carolina,"Chemicals, Manufacturing",Jewish Federations of North America (New York),New York,Jewish federations,Gift,"$1,000,000 "
2016,Stephen A. Davis,Massachusetts,Investments,"Nichols College (Dudley, Mass.)",Massachusetts,Colleges and universities,Gift,"$1,000,000 "
2016,Ann B. Barshinger,Pennsylvania,Manufacturing,"VisionCorps (Lancaster, Pa.)",Pennsylvania,Human and social services,Gift,"$1,000,000 "
2016,Jim and Judy Baum,California,Investments,"City of Hope (Duarte, Calif.)",California,Health,Gift,"$1,000,000 "
2016,G.A.C. Halff Foundation (Marie Halff),Texas,Family wealth,McNay Art Museum (San Antonio),Texas,Arts,Gift,"$1,000,000 "
2016,Suzanne and Walter Scott Foundation (Suzanne and Walter Scott),Nebraska,,"Northwest Foundation (Maryville, Mo.)",Missouri,Colleges and universities,Gift,"$1,000,000 "
2016,Caesar and Michelle Naftzger,Kansas,Finance,Wichita Public Library Foundation (Kan.),Kansas,Museums and libraries,Gift,"$1,000,000 "
2016,W. Baxter Perkinson Jr.,Virginia,Health care,Chesterfield Center for the Arts (Va.),Virginia,Arts,Gift,"$1,000,000 "
2016,Robert J. and Pamela Swieringa,New York,Technology,"Cornell U., Samuel Curtis Johnson Graduate School of Management (Ithaca, N.Y.)",New York,Colleges and universities,Gift,"$1,000,000 "
2016,Diana Davis Spencer Foundation (Diana Davis Spencer),Maryland,"Family wealth, Finance",Philadelphia U.,Pennsylvania,Colleges and universities,Gift,"$1,000,000 "
2016,John D. Lewis,Wisconsin,Mineral exploration,Milwaukee Repertory Theater,Wisconsin,Arts,Gift,"$1,000,000 "
2016,Eugenie Fromer,New York,,United States Holocaust Memorial Museum (Washington),District of Columbia,Museums and libraries,Bequest,"$1,000,000 "
2016,Ed and Ruth Hennessy,New Jersey,Engineering,Morristown Medical Center (N.J.),New Jersey,Health,PledgeBequest,"$1,000,000 "
2016,Frey Foundation (Eugene and Mary Frey),Minnesota,Manufacturing,Catholic Charities of St. Paul and Minneapolis,Minnesota,Human and social services,Gift,"$1,000,000 "
2016,Hopper-Dean Foundation (Jeffrey Dean and Heidi Hopper),California,Technology,Massachusetts Institute of Technology (Cambridge),Massachusetts,Colleges and universities,Gift,"$1,000,000 "
2016,Petters Family Foundation (Mike and Nancy Petters),Virginia,Manufacturing,"College of William & Mary (Williamsburg, Va.)",Virginia,Colleges and universities,Gift,"$1,000,000 "
2016,Loren Booth,California,"Agriculture, Family wealth",California Agricultural Leadership Foundation (Salinas),California,Other groups,GiftChallenge,"$1,000,000 "
2016,Luther and Ardis Fry,Kansas,Health products,U. of Kansas Medical Center (Kansas City),Kansas,Colleges and universities,GiftPledge,"$1,000,000 "
2016,Kevin Dinnin,Texas,Consulting,"Breckenridge Village (Tyler, Tex.)",Texas,Human and social services,,"$1,000,000 "
2016,Anonymous,,,Maine Central Institute (Pittsfield),Maine,Education,Gift,"$1,000,000 "
2016,Anonymous,,,Alabama Institute for the Deaf and Blind Foundation (Talladega),Alabama,Human and social services,Gift,"$1,000,000 "
2016,Nion McEvoy,California,"Family wealth, Media and entertainment",U. of California at Santa Cruz,California,Colleges and universities,Pledge,"$1,000,000 "
2016,John F. and Kathryn Bradford Milligan,California,Health products,U. of Colorado at Boulder,Colorado,Colleges and universities,Gift,"$1,000,000 "
2016,Gary and Robin George,Arkansas,,Arkansas Children's Hospital Foundation (Little Rock),Arkansas,Health,,"$1,000,000 "
2016,Anonymous,,,Fort Vancouver Regional Library Foundation (Wash.),Washington,Museums and libraries,ChallengePledge,"$1,000,000 "
2016,Anonymous,,,National Children's Chorus (Los Angeles),California,Arts,Gift,"$1,000,000 "
2016,Robert F. Smith,Texas,Finance,Carnegie Hall (New York),New York,Arts,Gift,"$1,000,000 "
2016,C. Eugene Bennett Family Foundation (Edna Bennett Pierce),,Chemicals,West Virginia U. (Morgantown),West Virginia,Colleges and universities,Gift,"$1,000,000 "
2016,Anonymous,,,Piedmont Virginia Community College (Charlottesville),Virginia,Colleges and universities,,"$1,000,000 "
2016,John L. Usdan,New York,Real estate,"Wesleyan U. (Middletown, Conn.)",Connecticut,Colleges and universities,MatchingGift,"$1,000,000 "
2016,Darren and Karen Horton,Arkansas,,Arkansas Children's Hospital Foundation (Little Rock),Arkansas,Health,,"$1,000,000 "
2016,William Kozyra,Michigan,Manufacturing,U. of Detroit,Michigan,Colleges and universities,,"$1,000,000 "
2016,David and Alise Bartley,Ohio,Manufacturing,Florida Gulf Coast U. (Fort Myers),Florida,Colleges and universities,Pledge,"$1,000,000 "
2016,Lois Davis,Ohio,,Jewish Federation of Cleveland,,Jewish federations,,"$1,000,000 "
2016,Mike Hernandez,Texas,Retail,Texas A&M U. at Brownsville,Texas,Colleges and universities,,"$1,000,000 "
2016,Michael Jordan,North Carolina,Professional Sports,"International Association of Chiefs of Police (Alexandria, Va.)",Virginia,Public affairs,Pledge,"$1,000,000 "
2016,Michael Jordan,North Carolina,Professional Sports,"National Association for the Advancement of Colored People, Legal Defense Fund (New York)",New York,Public affairs,Pledge,"$1,000,000 "
2016,Eddie C. and Sylvia Brown,Maryland,Investments,Enoch Pratt Free Library (Baltimore),Maryland,Museums and libraries,Gift,"$1,000,000 "
2016,Anonymous,,,Enoch Pratt Free Library (Baltimore),Maryland,Museums and libraries,Gift,"$1,000,000 "
2016,Mary Catherine Bunting,Maryland,Family wealth,Mercy High School (Baltimore),Maryland,Education,Gift,"$1,000,000 "
2016,Anonymous,,,"Randolph College (Lynchburg, Va.)",Virginia,Colleges and universities,Gift,"$1,000,000 "
2016,Anonymous,,,"Husson U. (Bangor, Me.)",Maine,Colleges and universities,Gift,"$1,000,000 "
2016,James and Susan Wright,Kansas,Retail,Belmont U. (Nashville),Tennessee,Colleges and universities,,"$1,000,000 "
2016,Peter and Betsy Sutcliffe Mogk,Michigan,Finance,"Miami U. (Oxford, Ohio)",Ohio,Colleges and universities,GiftChallenge,"$1,000,000 "
2016,Rose-Marie and Jack R. Anderson Foundation (Jack R. and Rose-Marie Anderson),Texas,"Consulting, Health care, Investments","Miami U., Farmer School of Business (Oxford, Ohio)",Ohio,Colleges and universities,Gift,"$1,000,000 "
2016,Kirk and Cynthia Dupps,,"Finance, Retail",Arkansas Children's Hospital Foundation (Little Rock),Arkansas,Health,,"$1,000,000 "
2016,James A. Johnson,District of Columbia,Finance,"Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,Kenneth I. and Kathryn Chenault,New York,Finance,"Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,Jeff and MacKenzie Bezos,Washington,"Retail, Technology","Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,Vincent Wilkinson Foundation (Anthony and Beatrice Welters),Maryland,Consulting,"Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,Colin L. and Alma Powell,District of Columbia,Government,"Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,Michael S. and Susan Dell,Texas,Technology,"Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,George Lucas and Mellody Hobson,California,Entertainment,"Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,Samuel L. and LaTanya Jackson,California,Media and entertainment,"Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,Dennis J. Paustenbach,California,Health care,"Jackson Laboratory (Bar Harbor, Me.)",Maine,Health,Pledge,"$1,000,000 "
2016,Jean Blanchet,,,Stonington Free Library (Conn.),Connecticut,Museums and libraries,Bequest,"$1,000,000 "
2016,Paul and Trudy Cejas,Florida,Investments,Bass Museum of Art (Miami Beach),Florida,Arts,Gift,"$1,000,000 "
2016,George Lindemann,New York,Energy,Bass Museum of Art (Miami Beach),Florida,Arts,Gift,"$1,000,000 "
2016,Crimson Lion Foundation (Jonathan and Jeannie Lavine),Massachusetts,Finance,"Equal Justice Initiative (Montgomery, Ala.)",Alabama,Public affairs,,"$1,000,000 "
2016,David W. and Francie Horvitz,Florida,Finance,"Nova Southeastern U., Museum of Art Fort Lauderdale (Fla.)",Florida,Colleges and universities,GiftChallenge,"$1,000,000 "
2016,Taft Foundation (Don Taft),,Investments,"Nova Southeastern U. (Ft. Lauderdale, Fla.)",Florida,Colleges and universities,Bequest,"$1,000,000 "
2016,Anonymous,,,U. of Arizona (Tucson),Arizona,Colleges and universities,MatchingPledge,"$1,000,000 "
2016,Kinder Foundation (Richard and Nancy Kinder),Texas,Energy,William A. Lawson Institute for Peace & Prosperity (Houston),Texas,Social services,MatchingGift,"$1,000,000 "
2016,David Shaw,,"Biotechnology, Investments",National Park Foundation (Washington),District of Columbia,Other groups,Pledge,"$1,000,000 "
2016,Ted and Barbara Wolk,,,"Jewish Federation of South Palm Beach County (Boca Raton, Fla.)",Florida,Jewish federations,,"$1,000,000 "
2016,David and Helga Ives,,Education,Youngstown State U. (Ohio),Ohio,Colleges and universities,Bequest,"$1,000,000 "
2016,Carroll and Patty Owens,Virginia,,"College of William & Mary (Williamsburg, Va.)",Virginia,Colleges and universities,Gift,"$1,000,000 "
2016,Michael G. Morris,Ohio,Energy,Michigan State U. College of Law (East Lansing),Michigan,Colleges and universities,Gift,"$1,000,000 "
2016,Len and Pat Shapiro,Washington,Investments,Moorestown Friends School (N.J.),New Jersey,Education,Gift,"$1,000,000 "
2016,Jean Blanchet,,,Mystic & Noank Library (Conn.),Connecticut,Museums and libraries,Bequest,"$1,000,000 "
2016,Alex Ewing,,Education,U. of North Carolina School of the Arts (Winston-Salem),North Carolina,Colleges and universities,,"$1,000,000 "
2016,Arne Glimcher,,Entertainment,Massachusetts College of Art and Design (Boston),Massachusetts,Colleges and universities,,"$1,000,000 "
2016,Harold and Virginia Auter,Illinois,Engineering,Danville Area Community College (Ill.),Illinois,Colleges and universities,BequestNoncash,"$1,000,000 "
2016,Anonymous,,,Cheyenne Mountain Zoo (Colorado Springs),Colorado,Zoos and aquariums,,"$1,000,00"
2016,Dorothea Laub,California,,NTC Foundation (San Diego),California,Arts,,"$1,000,000 "
2016,Shine Foundation (Jeff and Jeri Mulder),Michigan,,"Livestrong Foundation (Austin, Tex.)",Texas,Foundations,Pledge,"$1,000,000 "
2016,Troy Aikman,,Professional Sports,United Way of Metropolitan Dallas,Texas,Human and social services,,"$1,000,000 "
2016,Joan Pearson Watkins Revocable Trust (Joan Pearson Watkins),,,"Fuller Craft Museum (Brockton, Mass.)",Massachusetts,Museums and libraries,MatchingGift,"$1,000,000 "
2016,Anonymous,,,Institute of Internation Education (Washington),District of Columbia,Education,,"$1,000,000 "
2016,Dennis and Linda Fenton,California,Biotechnology,California Lutheran U. (Thousand Oaks),California,Colleges and universities,,"$1,000,000 "
2016,David Beals Charitable Trust (David Beals),Missouri,,"National World War I Museum and Memorial (Kansas City, Mo.)",Missouri,Museums and libraries,Bequest,"$1,000,000 "
2016,Flor and Elba Lillian Navarro,Ohio,Retail,Youngstown State U. (Ohio),Ohio,Colleges and universities,,"$1,000,000 "
2016,Maury and Karen Slakey Hull,California,Education,U. of California at Davis,California,Colleges and universities,Pledge,"$1,000,000 "
2016,John F. Kennedy,,Technology,U. of Massachusetts at Lowell,Massachusetts,Colleges and universities,,"$1,000,000 "
2016,Bucknall Family Foundation (William Bucknall and Kristen Loranger and Elise Bucknall),Connecticut,,U. of New Haven,,Colleges and universities,,"$1,000,000 "
2016,Charles and Tamera Pompea,Florida,"Manufacturing, Professional Sports",U. of New Haven,,Colleges and universities,,"$1,000,000 "
2016,Philip H. and Susan Bartels,Connecticut,Law,U. of New Haven,,Colleges and universities,,"$1,000,000 "
2016,James and Catherine Orr,,,"U. of Cincinnati, College of Medicine",Ohio,Colleges and universities,,"$1,000,000 "
2016,Don Constantini,Ohio,Transportation,Youngstown State U. (Ohio),Ohio,Colleges and universities,,"$1,000,000 "
2016,Richman Family Foundation (James and Elissa Richman),,Commodities,Case Western Reserve U. (Cleveland),Ohio,Colleges and universities,Pledge,"$1,000,000 "
2016,Craig Newmark,,Advertising,Wikimedia Foundation (San Francisco),California,Foundations,,"$1,000,000 "
2016,Oprah Winfrey,Illinois,Media and entertainment,N Street Village (Washington),District of Columbia,Social services,Pledge,"$1,000,000 "
2016,Victor and Barbara Samuels,Maryland,,U. of Houston,Texas,Colleges and universities,Pledge,"$1,000,000 "
2016,Frank and Norma Watson,Ohio,Engineering,Youngstown State U. (Ohio),Ohio,Colleges and universities,,"$1,000,000 "
2016,Anonymous,,,Eastern Kentucky U. (Richmond),Kentucky,Colleges and universities,,"$1,000,000 "
2016,Mark and Kathryn Richardson,,"Professional Sports, Real estate",Clemson U. (S.C.),South Carolina,Colleges and universities,,"$1,000,000 "
2016,Ginn family,,,Clemson U. (S.C.),South Carolina,Colleges and universities,,"$1,000,000 "
2016,Richard Miller,Kansas,,U. of Missouri at Columbia,Missouri,Colleges and universities,,"$1,000,000 "
2016,David M. Rubenstein,Maryland,Finance,National Park Foundation (Washington),District of Columbia,Other groups,,"$1,000,000 "
2016,David and Amy Hunt,Virginia,,"Baylor U. (Waco, Tex.)",Texas,Colleges and universities,,"$1,000,000 "
2016,Anonymous,,,"Newman U. (Wichita, Kan.)",Kansas,Colleges and universities,,"$1,000,000 "
2016,Anonymous,,,"John Brown U. (Siloam Springs, Ark.)",Arkansas,Colleges and universities,,"$1,000,000 "
2016,Diane Klepper,,"Education, Health care",U. of Kansas (Lawrence),Kansas,Colleges and universities,,"$1,000,000 "
2016,Hugh and Jane McColl,North Carolina,Finance,Charlotte Ballet (N.C.),North Carolina,Arts,,"$1,000,000 "
2016,Mark and Rosalie Rosenberg,Florida,Education,Florida International U. Foundation (North Miami),Florida,Colleges and universities,,"$1,000,000 "
2016,Ryan Zimmerman,,Professional Sports,U. of Virginia (Charlottesville),Virginia,Colleges and universities,Pledge,"$1,000,000 "
2016,Bruce Jackson and Diane Christian,New York,Education,State U. of New York at Buffalo,New York,Colleges and universities,Pledge,"$1,000,000 "
2016,Jocelyne Linsalata,Ohio,Finance,Youngstown State U. (Ohio),Ohio,Colleges and universities,,"$1,000,000 "
2016,Lapan Charitable Trust (David Lapan),,Health care,U. of Arizona (Tucson),Arizona,Colleges and universities,,"$1,000,000 "
2016,Paul Fry,California,Health care,U. of San Francisco,California,Colleges and universities,Bequest,"$1,000,000 "
2016,Eric Sprunk,,Finance,U. of Montana Foundation (Missoula),Montana,Colleges and universities,,"$1,000,000 "
2016,Mark Burnham,,Finance,U. of Montana Foundation (Missoula),Montana,Colleges and universities,,"$1,000,000 "
2016,Joe F. Sanderson Jr. and Kathy Sanderson,Mississippi,Food and beverage,"Alcorn State U. (Lorman, Miss.)",Mississippi,Colleges and universities,,"$1,000,000 "
2016,Stephen Isaacs,California,Health care,U. of California at Berkeley,California,Colleges and universities,,"$1,000,000 "
2016,Tawani Foundation (Jennifer Pritzker),,Family wealth,U. of Victoria (Canada),,Colleges and universities,,"$1,000,000 "
2016,Steward Flaschen,,"Education, Government",Pennsylvania State U. (University Park),Pennsylvania,Colleges and universities,Pledge,"$1,000,000 "
2016,Ralph Ketner,North Carolina,Retail,"Trine U. (Angola, Ind.)",Indiana,Colleges and universities,,"$1,000,000 "
2016,Anonymous,,,West Virginia U. (Morgantown),West Virginia,Colleges and universities,Gift,"$1,000,000 "
2016,Epstein Family Foundation (Daniel and Phyllis Epstein),California,Real estate,"Sanford Burnham Prebys Medical Discovery Institute (La Jolla, Calif.)",California,Health,Gift,"$1,000,000 "
2016,Kenneth Edelson,New York,Health care,Anti-Defamation League (New York),New York,Public affairs,Pledge,"$1,000,000 "
2016,Bobby Walker,Tennessee,Manufacturing,"Martin Methodist College (Pulaski, Tenn.)",Tennessee,Colleges and universities,Gift,"$1,000,000 "
2016,Jane Hardesty Poole,New York,Industry,"Ability Beyond (Bethel, Conn.)",Connecticut,Human and social services,Gift,"$1,000,000 "
2016,Ma-Ran Foundation (Randall and Peggy Rollins),Georgia,Chemicals,Lewes Public Library (Del.),Delaware,Museums and libraries,Gift,"$1,000,000 "
2016,Michael and Lori Milken,California,Finance,"Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2016,Jon and Terry Stark,,,"Cornell College (Mount Vernon, Iowa)",Iowa,Colleges and universities,Gift,"$1,000,000 "
2016,Berges Family Foundation (Jim and Cathy Berges),Missouri,Finance,"Ranken Jordan Pediatric Bridge Hospital (Maryland Heights, Mo.)",Missouri,Health,Gift,"$1,000,000 "
2016,Nickless Family Charitable Foundation (Arthur H. and Helen M. Nickless),Michigan,Telecommunications,"Wenonah Park (Bay City, Mich.)",Michigan,Other groups,Gift,"$1,000,000 "
2016,John and Annette Heller,Illinois,Industry,Children's Hospital of Illinois at OSF Saint Francis Medical Center (Peoria),Illinois,Health,GiftMatching,"$1,000,000 "
2016,Anonymous,,,Colorado College (Colorado Springs),Colorado,Colleges and universities,,"$5,600,000 "
2016,Anonymous,,,U. of Alabama at Birmingham,Alabama,Colleges and universities,Gift,"$2,500,000 "
2016,Bruce and Bridgitt Evans,Massachusetts,Finance,Vanderbilt U. (Nashville),Tennessee,Colleges and universities,,"$1,500,000 "
2016,Anonymous,,,"Bolles School (Ponte Vedra Beach, Fla.)",Florida,Education,Gift,"$1,000,000 "
2016,Jon and Terry Stark,,,"Cornell College (Mount Vernon, Iowa)",Iowa,Colleges and universities,Gift,"$1,000,000 "
2016,Berges Family Foundation (Jim and Cathy Berges),Missouri,Finance,"Ranken Jordan Pediatric Bridge Hospital (Maryland Heights, Mo.)",Missouri,Health,Gift,"$1,000,000 "
2016,Nickless Family Charitable Foundation (Arthur H. and Helen M. Nickless),Michigan,Telecommunications,"Wenonah Park (Bay City, Mich.)",Michigan,Other groups,Gift,"$1,000,000 "
2016,John and Annette Heller,Illinois,Industry,Children's Hospital of Illinois at OSF Saint Francis Medical Center (Peoria),Illinois,Health,GiftMatching,"$1,000,000 "
