,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
439,100.0,1081805,Communities In Schools of Houston,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3541,Houston,nan,185593.0,1.54,Executive Director,-1131274.0,92.5,664847,3081337,Education : Youth Education Programs and Services ,30400.0,94.69,0,10301352,TX,10886330
440,96.0,600866,Commonweal,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10451,Bolinas,nan,104307.0,2.41,Chief Operating Officer,269321.0,94.03,251923,4788394,"Health : Diseases, Disorders, and Disciplines ",128536.0,94.91,0,3470224,CA,3514391
441,100.0,921649,CommonBond Communities,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10740,St. Paul,nan,241804.0,2.26,"President, CEO",7215330.0,95.0,1441338,57535840,Community Development : Housing and Neighborhood Development ,-6760946.0,96.46,0,8295949,MN,6532166
442,96.0,625343,Communities In Schools of Jacksonville,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5588,Jacksonville,nan,117318.0,1.55,Chief Executive Officer,-56243.0,77.56,192462,772044,Education : Youth Education Programs and Services ,14808.0,83.88,0,6721910,FL,7468664
443,89.0,231144,Communities in Schools of Richmond,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13934,Richmond,nan,110519.0,3.26,President & CEO,19754.0,90.0,186328,776905,Education : Youth Education Programs and Services ,3679.0,89.48,0,2970153,VA,3403700
444,100.0,262571,Common Threads,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12543,Austin,nan,127033.0,3.95,Executive Director,-735943.0,83.04,473444,1729157,Human Services : Children's and Family Services ,-16010.0,88.0,0,2472940,TX,2462820
445,96.0,512230,Communities In Schools of the Dallas Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5696,Dallas,nan,99075.0,1.97,Chief Executive Officer,-33630.0,80.39,283726,785097,Education : Youth Education Programs and Services ,-22982.0,85.84,0,4222707,TX,3454813
446,89.0,1547992,Common Sense Media,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14012,San Francisco,nan,439249.0,2.17,Chief Executive Officer,-958367.0,100.0,1725274,17147378,"Arts, Culture, Humanities : Public Broadcasting and Media ",-137068.0,92.22,0,16942062,CA,13055089
447,100.0,503357,Common Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7579,St. Paul,nan,78775.0,1.8,Executive Director,-63264.0,90.97,283188,5934428,International : Development and Relief Services ,124501.0,93.61,0,3570477,MN,4127406
448,100.0,464604,Committee to Protect Journalists,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13024,New York,nan,218876.0,3.78,Executive Director,2631855.0,90.35,916872,18619260,Human and Civil Rights : Advocacy and Education ,506923.0,93.17,0,4407331,NY,7913739
449,96.0,430421,Common Cause Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6539,Washington,nan,166991.0,2.29,President,1375054.0,97.5,546788,3468335,Human and Civil Rights : Advocacy and Education ,96564.0,96.66,143346,6304536,DC,8462235
450,100.0,260009,Committee on Temporary Shelter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6496,Burlington,nan,94416.0,2.34,Executive Director,1426528.0,88.5,534058,7546396,Human Services : Homeless Services ,57971.0,91.86,0,3231642,VT,5054370
451,89.0,292242,Common Counsel Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16572,Oakland,nan,96062.0,3.03,Chief Executive Officer,1066696.0,76.76,139975,2629420,Community Development : Community Foundations ,1292.0,81.81,0,2731159,CA,3705219
452,93.0,37792,The Committee for Missing Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8747,Lawrenceville,nan,30000.0,2.92,Chief Executive Officer,46934.0,0.0,909965,-28769,Human and Civil Rights : Advocacy and Education ,1300.0,29.11,0,77183,GA,1070574
453,85.0,1282211,Committee for Economic Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6712,Washington,nan,449585.0,9.98,Chief Executive Officer,196790.0,72.18,712796,3174935,Research and Public Policy : Social and Public Policy Research ,64171.0,77.65,0,2507532,DC,4510658
454,89.0,467747,The Committee for Hispanic Children and Families,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10314,New York,nan,175680.0,4.06,President & CEO,49586.0,81.06,266851,1606036,Human Services : Children's and Family Services ,8694.0,84.51,0,3591030,NY,4026058
455,96.0,249986,Committee for Accuracy in Middle East Reporting in America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5429,Boston,nan,252446.0,5.52,"President, Executive Director",-253146.0,95.0,334651,6925581,"International : International Peace, Security, and Affairs ",1053099.0,95.47,0,3982768,MA,3261160
456,74.0,144267,Committee For A Constructive Tomorrow,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11407,Washington,nan,138887.0,7.91,President,-35640.0,66.67,429177,1010643,Environment : Environmental Protection and Conservation ,41226.0,70.1,0,1181314,DC,1636697
457,89.0,268263,Coming Clean,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14014,Brattleboro,nan,90000.0,8.61,Chief Executive Officer,-326412.0,76.05,78405,417775,Environment : Environmental Protection and Conservation ,8882.0,81.36,0,698083,VT,709457
458,100.0,650285,Commission To Every Nation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9687,Kerrville,nan,92006.0,0.62,President,653694.0,95.0,123620,3761872,Religion : Religious Activities ,31411.0,96.46,0,13865701,TX,15261889
459,78.0,131797,Comfort Zone Camp,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11687,Richmond,nan,112897.0,3.87,Chief Executive Officer,-66584.0,72.58,564359,533409,Health : Patient and Family Support ,264320.0,75.14,0,2214483,VA,2579735
460,92.0,955836,Comic Relief Inc.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16631,New York,nan,252543.0,0.72,Chief Executive Officer,3162833.0,87.5,2727162,5275645,"Human Services : Children's and Family Services , ",7712.0,89.5,0,31181456,NY,38019575
461,93.0,5796917,Combined Jewish Philanthropies,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3538,Boston,nan,634572.0,0.39,President,63589853.0,97.29,12218498,1152645387,"Community Development : Jewish Federations , ",11890822.0,94.69,0,143934410,MA,212497879
462,92.0,8602445,Columbus Zoo and Aquarium,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3537,Powell,nan,335672.0,0.51,"President, CEO",3975580.0,89.75,1529568,170620343,Animals : Zoos and Aquariums ,15920562.0,90.8,918120,55350822,OH,24844954
463,81.0,712500,Columbus Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6121,Columbus,nan,,,Managing Director,-70178.0,86.07,400725,5035212,"Arts, Culture, Humanities : Performing Arts ",109820.0,83.34,0,6845756,OH,5265866
464,89.0,1688077,Columbus Museum of Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5197,Columbus,nan,258502.0,1.98,Executive Director,13892416.0,92.51,1529356,150672303,"Arts, Culture, Humanities : Museums ",1576031.0,90.58,0,9798389,OH,24174173
465,89.0,694322,The Columbus Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8687,Columbus,nan,28642.0,1.12,Executive Director,244354.0,87.69,310471,28658460,"Arts, Culture, Humanities : Museums ",1234919.0,88.32,0,1548908,GA,1547843
466,93.0,3051885,The Columbus Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3536,Columbus,nan,358216.0,0.25,"President, CEO",48484391.0,100.0,2111660,1243321139,Community Development : Community Foundations ,66035581.0,95.05,0,137788625,OH,125400980
467,89.0,778805,Columbia Museum of Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17051,Columbia,nan,201144.0,4.87,Executive Director,2482442.0,69.9,717042,8965855,"Arts, Culture, Humanities : Museums ",347912.0,77.33,0,2633842,SC,5815929
468,74.0,418595,Columbia/Barnard Hillel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9428,New York,nan,151288.0,5.86,Executive Director,631782.0,84.8,415804,20310767,Religion : Religious Activities ,1041262.0,78.7,0,1747073,NY,2171992
469,78.0,829707,Columbia Lighthouse for the Blind,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6255,Washington,nan,193000.0,2.95,"President, CEO",-505755.0,77.78,381990,3088413,Human Services : Social Services ,54984.0,77.88,0,5313001,DC,744683
470,100.0,653281,Colorectal Cancer Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12922,Washington,nan,170466.0,2.64,CEO,199866.0,86.12,791671,3519222,"Health : Diseases, Disorders, and Disciplines ",74705.0,90.18,0,5007236,DC,5649833
471,89.0,829259,Columbus Citizens Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15454,New York,nan,216793.0,5.19,Executive Director,2170263.0,83.31,204774,21824750,Education : Scholarship and Financial Support ,2388879.0,85.86,0,3140776,NY,3956193
472,96.0,621703,Colorado Springs Philharmonic Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14661,Colorado Springs,nan,137540.0,3.92,"President, CEO",142109.0,72.58,218928,203864,"Arts, Culture, Humanities : Performing Arts ",13064.0,80.4,0,2660456,CO,1720108
473,97.0,1217665,Colorado Springs Fine Arts Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10248,Colorado Springs,nan,168258.0,2.56,President,-86310.0,84.09,344014,19219190,"Arts, Culture, Humanities : Performing Arts ",543254.0,88.55,0,5006007,CO,3845351
474,85.0,1994753,Colorado Symphony,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6385,Denver,nan,,,"President, CEO",3340122.0,79.76,529675,6093727,"Arts, Culture, Humanities : Performing Arts ",3702.0,82.18,0,10269696,CO,10750615
475,85.0,265048,Colorado Neurological Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9080,Englewood,nan,120688.0,4.86,Executive Director,106071.0,81.55,130951,1518403,"Health : Diseases, Disorders, and Disciplines ",137211.0,83.18,0,2085454,CO,1271955
476,100.0,970922,Colorado Public Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10362,Centennial,nan,231634.0,1.53,President,1852405.0,91.62,2117981,23819902,"Arts, Culture, Humanities : Public Broadcasting and Media ",147782.0,94.07,0,11953186,CO,11398712
477,89.0,383894,Colorado Health Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14655,Denver,nan,236735.0,6.48,"President, CEO",-557284.0,96.92,161389,1727421,Research and Public Policy : Social and Public Policy Research ,27537.0,91.92,0,3102515,CO,2596643
478,89.0,1110013,Colorado Education Initiative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14407,Denver,nan,177441.0,1.69,"Former President, CEO",-2489022.0,82.5,327936,4576427,Education : Education Policy and Reform ,42552.0,85.38,0,9023420,CO,7484904
479,89.0,228130,Colorado Children's Campaign,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14399,Denver,nan,36250.0,1.68,"President, CEO",591812.0,92.66,150794,4109318,Human and Civil Rights : Advocacy and Education ,51674.0,90.64,0,1774268,CO,2686981
480,96.0,197515,Colorado Center on Law and Policy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14389,Denver,nan,108362.0,9.07,Executive Director,472415.0,87.27,112189,1111709,Research and Public Policy : Social and Public Policy Research ,15896.0,90.56,0,883982,CO,1550268
481,85.0,246343,The Colorado Center for the Blind,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13436,Littleton,nan,68741.0,2.73,Exec Director,-44735.0,98.08,41905,3097768,Human Services : Social Services ,70086.0,89.3,150000,2224136,CO,787891
482,74.0,42645,Colonial Heights Food Pantry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16267,Colonial Heights,nan,62142.0,5.23,Executive Director,-41163.0,88.13,58219,163428,"Human Services : Food Banks, Food Pantries, and Food Distribution ",-2629.0,79.78,0,1085421,VA,1147751
483,96.0,114803,Colon Cancer Coalition Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14440,Edina,nan,99000.0,7.68,Executive Director,33234.0,79.88,37639,153632,"Health : Diseases, Disorders, and Disciplines , ",-300727.0,85.49,0,1136512,MN,1622915
484,100.0,1405405,College Summit,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8578,Washington,nan,202579.0,1.63,"President, CEO",-526371.0,71.97,2715322,10515925,Education : Youth Education Programs and Services ,1980970.0,80.17,0,8251432,DC,7418461
485,96.0,431149,Collision Repair Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15008,Hoffman Estates,nan,199282.0,1.73,Executive Director,176051.0,88.97,578156,2527482,"Education : Adult Education Programs and Services , ",-321524.0,91.7,0,10465668,IL,11972548
486,92.0,522523,Colorado UpLift,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13442,Denver,nan,106721.0,1.81,President,-461138.0,88.04,551334,4567811,Education : Youth Education Programs and Services ,490760.0,89.82,0,4811822,CO,4922937
487,100.0,1388274,College Possible,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11838,Saint Paul,nan,224494.0,2.08,Chief Executive Officer,-988741.0,84.15,1092566,8623251,Education : Youth Education Programs and Services ,19932.0,88.79,0,8264773,MN,9612846
488,81.0,243712,College for Every Student,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17475,Essex,nan,199000.0,7.03,"President, CEO",-2440.0,82.54,294994,6011288,Education : Youth Education Programs and Services ,-101186.0,81.75,0,2290544,NY,2907257
489,96.0,487964,College Now Greater Cleveland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3526,Cleveland,nan,323387.0,2.96,Chief Executive Officer,618236.0,95.0,478140,14960435,Education : Scholarship and Financial Support ,642482.0,95.47,0,9940249,OH,10047698
490,100.0,510137,The College Crusade of Rhode Island,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5069,Providence,nan,143087.0,2.89,President & CEO,-370126.0,87.07,272881,4903601,Education : Scholarship and Financial Support ,575769.0,90.85,0,4158363,RI,3995486
491,92.0,241320,"College Bound, MO",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16377,St. Lousis,nan,116603.0,4.65,Executive Director,155697.0,96.35,255767,3766252,Education : Youth Education Programs and Services ,40690.0,93.78,0,2009830,MO,2593379
492,85.0,134666,CollegeBound Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15473,Baltimore,nan,175298.0,5.16,Executive Director,574446.0,88.35,253248,22906918,Education : Youth Education Programs and Services ,1393572.0,86.57,0,3007216,MD,2576004
493,96.0,965543,COCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9527,University City,nan,198165.0,3.4,Executive Director,3490071.0,79.12,855285,23073511,Education : Youth Education Programs and Services ,-14719.0,84.96,0,3999945,MO,6826812
494,100.0,17162664,Cold Spring Harbor Laboratory,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3529,Cold Spring Harbor,nan,582440.0,0.4,"President, CEO",-10655399.0,91.1,2402265,535268606,Research and Public Policy : Non-Medical Science & Technology Research ,14402452.0,93.7,0,124938694,NY,95639610
495,89.0,959783,"Collaborative for Academic, Social, and Emotional Learning",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16382,Chicago,nan,279085.0,5.34,Chief Executive Officer,307477.0,78.02,190162,1934306,Education : Education Policy and Reform ,467.0,82.62,0,4073438,IL,5049977
496,100.0,454159,Cocoon House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9180,Everett,nan,86219.0,2.15,Chief Executive Officer,398151.0,88.17,441288,3206549,"Human Services : Youth Development, Shelter, and Crisis Services ",79285.0,91.63,0,3112153,WA,4326466
