accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
89.00,"$456,307",Koahnic Broadcast Corporation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9129, ' Anchorage,,"$130,591",5.10%,"President, CEO","$24,851",90.82,"$199,738","$3,282,661","Arts, Culture, Humanities : Public Broadcasting and Media ","$169,442",89.86,$0,"$1,902,546",AK,"$1,569,328"
85.00,"$958,434",Knoxville Zoological Gardens,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3974, ' Knoxville,,"$144,372",1.26%,President,"$13,686,381",84.07,"$1,514,453","$34,266,502",Animals : Zoos and Aquariums ,"$668,321",84.52,$0,"$8,926,807",TN,"$18,263,743"
65.00,"$132,206",Knoxville Opera Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15879, '\r\n\t\t\tKnoxville,,None reported\r\n                 ,--\r\n                 ,,"$138,779",87.97,"$205,787","$803,014","Arts, Culture, Humanities : Performing Arts ","$14,940",73.83,$0,"$1,200,700",TN,"$975,498"
70.00,"$220,702",The Knoxville Jewish Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14536, '\r\n\t\t\tKnoxville,,"$98,000",8.00%,Executive Director,"$-60,323",88.17,"$33,352","$1,372,887",Human Services : Multipurpose Human Service Organizations ,"$50,743",77.19,$0,"$969,476",TN,"$474,464"
89.00,"$404,682",Knox Area Rescue Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7251, '\r\n\t\t\tKnoxville,,"$151,976",1.04%,"President, CEO","$1,249,697",87.50,"$1,302,794","$7,430,465",Human Services : Homeless Services ,"$-3,120",88.22,$0,"$12,776,290",TN,"$15,736,583"
96.00,"$2,531,884",Kiva,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12978, ' San Francisco,,"$293,673",1.73%,Chief Executive Officer,"$324,003",87.53,"$1,259,174","$27,696,879",International : Development and Relief Services ,"$149,068",90.73,$0,"$13,104,819",CA,"$17,070,812"
96.00,"$261,424",KIXE-TV,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15967, '\r\n\t\t\tRedding,,"$76,787",5.10%,General Manager,"$-267,776",72.75,"$238,312","$699,387","Arts, Culture, Humanities : Public Broadcasting and Media ","$-82,370",80.52,$0,"$1,004,416",CA,"$1,186,455"
100.00,"$1,021,885",Kiwanis Children's Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3972, '\r\n\t\t\tIndianapolis,,"$24,618",0.22%,Executive Director,"$-5,252,321",83.58,"$1,150,184","$41,059,566","International : Development and Relief Services , ","$467,735",88.38,$0,"$8,894,189",IN,"$5,305,772"
89.00,"$330,450",The Kitchen,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14790, '\r\n\t\t\tNew York,,"$164,223",7.72%,Executive Director,"$1,351,968",85.23,"$218,995","$5,379,223","Arts, Culture, Humanities : Performing Arts ","$1,577,418",86.97,$0,"$1,576,205",NY,"$1,728,050"
85.00,"$652,385",Kishwaukee Family YMCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15270, '\r\n\t\t\tSycamore,,"$121,711",3.43%,Executive Director,"$3,971",80.14,"$126,267","$3,530,327",Human Services : Multipurpose Human Service Organizations ,"$-67,563",82.40,"$60,453","$2,760,367",IL,"$2,441,729"
61.00,"$463,042",Kingsway Charities,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12181, '\r\n\t\t\tBristol,,"$125,869",0.09%,"President, COO","$-6,993,541",96.10,"$17,735","$24,943,331",International : Humanitarian Relief Supplies ,"$1,187,168",72.28,$0,"$132,990,982",VA,"$125,287,380"
100.00,"$1,030,111",Kips Bay Boys & Girls Club,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10251, '\r\n\t\t\tBronx,,"$421,090",4.52%,Executive Director,"$-226,616",87.07,"$1,176,785","$27,402,808","Human Services : Youth Development, Shelter, and Crisis Services ","$1,094,654",90.85,$0,"$7,106,513",NY,"$7,533,275"
100.00,"$185,627",Kinship United,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10000, ' Rolling Meadows,,"$114,288",2.15%,President and Chief Executive Officer,"$-421,760",95.00,"$342,897","$1,330,647","International : Development and Relief Services , ","$4,005",96.46,$0,"$4,781,452",IL,"$4,884,211"
100.00,"$386,979",Kingdom Workers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5321, ' Waukesha,,"$86,850",3.72%,Executive Director,"$-61,148",83.10,"$432,948","$1,661,476",Religion : Religious Activities ,"$59,789",88.04,$0,"$1,508,667",WI,"$2,195,462"
100.00,"$420,914",King's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11270, ' Chelsea,,"$199,071",3.87%,President,"$-397,578",89.68,"$390,037","$4,132,622",Human Services : Children's and Family Services ,"$410,087",92.70,$0,"$4,322,892",AL,"$1,587,709"
85.00,"$93,819",King Street Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15005, '\r\n\t\t\tBurlington,,"$60,932",4.41%,Executive Director,"$-27,171",92.94,"$159,295","$7,405,639",Human Services : Children's and Family Services ,"$254,138",88.27,"$83,000","$1,127,147",VT,"$760,144"
77.00,"$65,832",The King Arts Complex,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14863, '\r\n\t\t\tColumbus,,"$107,120",8.13%,Executive Director,"$751,751",85.00,"$65,835","$3,057,392","Arts, Culture, Humanities : Museums ","$97,950",80.58,$0,"$1,185,001",OH,"$1,895,993"
100.00,"$57,112",H.E.R.O.E.S. Care,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17006, '\r\n\t\t\tFenton,,"$88,000",1.93%,President,"$895,200",84.25,"$106,900","$1,124,225",Human Services : Social Services ,$0,88.86,$0,"$4,384,356",MO,"$5,443,568"
92.00,"$630,781",Joyful Heart Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14229, ' New York,,"$324,825",1.44%,Chief Executive Officer,"$641,014",90.00,"$1,215,742","$2,056,130",Human Services : Children's and Family Services ,"$-300,866",90.94,$0,"$20,601,080",NY,"$23,261,655"
100.00,"$242,485",Joy Ranch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14312, '\r\n\t\t\tWoodlawn,,"$85,726",9.11%,Director,"$-196,005",80.05,"$91,502","$1,607,064","Human Services : Youth Development, Shelter, and Crisis Services ","$23,218",85.89,$0,"$606,070",VA,"$720,834"
66.00,"$339,289",Jubilee Leadership Academy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15349, '\r\n\t\t\tPrescott,,"$82,493",4.21%,Executive Director,"$301,255",78.31,"$80,616","$704,345","Human Services : Youth Development, Shelter, and Crisis Services ","$-5,304",71.48,$0,"$1,538,456",WA,"$1,452,476"
96.00,"$202,214",Joy of Music Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15582, '\r\n\t\t\tWorcester,,"$64,382",7.39%,Executive Director,"$384,779",83.31,"$55,774","$2,841,634",Education : Youth Education Programs and Services ,"$10,605",87.86,$0,"$612,418",MA,"$720,324"
89.00,"$924,375",Joyce Theater Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6736, '\r\n\t\t\tNew York,,"$274,428",2.15%,Executive Director,"$-468,241",97.50,"$791,723","$43,920,781","Arts, Culture, Humanities : Performing Arts ","$810,137",92.02,$0,"$11,000,889",NY,"$5,540,551"
81.00,"$611,131",Jubilee Housing,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12807, '\r\n\t\t\tWashington,,"$71,353",1.59%,President & CEO,"$358,370",89.64,"$154,813","$17,031,976",Human Services : Homeless Services ,"$2,051,749",84.69,$0,"$3,708,175",DC,"$1,764,218"
81.00,"$883,062",JOY FM Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13674, ' Des Peres,,"$122,336",2.26%,President,"$1,267,581",82.55,"$195,857","$3,777,770",Religion : Religious Media and Broadcasting ,"$4,626",81.75,$0,"$4,331,348",MO,"$5,899,520"
81.00,"$151,007",Kimberly Home Pregnancy Resource Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12210, '\r\n\t\t\tClearwater,,"$67,879",3.61%,Executive Director,"$1,318",90.00,"$28,374","$1,377,415",Human Services : Children's and Family Services ,"$185,276",84.81,$0,"$1,700,692",FL,"$457,501"
88.00,"$177,734",Jubilee REACH,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15674, '\r\n\t\t\tBellevue,,"$116,218",3.40%,Executive Director,"$-192,186",87.02,"$555,813","$1,705,650",Human Services : Social Services ,"$16,290",87.50,$0,"$2,681,747",WA,"$3,206,818"
89.00,"$723,382",Joslyn Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5365, '\r\n\t\t\tOmaha,,"$294,510",3.71%,Executive Director,"$486,906",100.00,"$500,247","$36,097,800","Arts, Culture, Humanities : Museums ","$587,435",92.22,$0,"$6,709,744",NE,"$7,583,956"
90.00,"$915,947",Josiah Venture,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12264, '\r\n\t\t\tWheaton,,"$117,241",1.15%,President,"$1,023,104",97.50,"$309,716","$8,184,505",Religion : Religious Activities ,"$26,569",92.71,$0,"$8,927,334",IL,"$11,272,619"
93.00,"$1,109,570",The Joshua Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13184, '\r\n\t\t\tMclean,,"$139,016",1.87%,Executive Director,"$-980,252",86.44,"$34,186","$4,616,177","International : Development and Relief Services , ","$17,737",89.20,$0,"$6,253,332",VA,"$6,399,099"
96.00,"$721,920",Jonsson Cancer Center Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5856, ' Los Angeles,,"$145,423",1.42%,Executive Director,"$983,668",90.00,"$142,712","$11,853,052","Health : Treatment and Prevention Services , ","$-45,778",92.38,$0,"$9,328,363",CA,"$11,222,441"
100.00,"$2,229,047",Joni and Friends,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3918, '\r\n\t\t\tAgoura Hills,,"$207,376",0.82%,CEO,"$-28,089",87.96,"$2,996,040","$23,436,282",Religion : Religious Activities ,"$343,753",91.48,$0,"$19,784,855",CA,"$22,260,502"
93.00,"$42,956",KinderUSA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17425, '\r\n\t\t\tDallas,,"$95,838",7.54%,Executive Director,"$-201,835",89.42,"$189,794","$368,547","International : Development and Relief Services , ",$0,91.02,$0,"$1,037,542",TX,"$1,068,457"
96.00,"$101,651",Jonathan's Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8874, '\r\n\t\t\tGarland,,"$105,175",3.55%,CEO,"$647,216",92.50,"$284,780","$9,139,239",Human Services : Children's and Family Services ,"$-40,674",93.98,$0,"$2,573,554",TX,"$1,618,356"
93.00,"$109,661",Jon Bon Jovi Soul Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16380, ' Philadelphia,,"$109,000",7.20%,Executive Director,"$2,139,915",100.00,"$87,371","$4,212,586",Human Services : Homeless Services ,"$-149,788",95.05,$0,"$1,315,654",PA,"$3,506,469"
93.00,"$264,096",JOIN,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9981, ' Portland,,"$79,050",1.93%,Executive Director,"$350,681",95.00,"$179,199","$1,519,992",Human Services : Homeless Services ,"$23,362",93.91,$0,"$3,651,323",OR,"$4,414,387"
89.00,"$16,833,070",Joslin Diabetes Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3958, '\r\n\t\t\tBoston,,"$142,966",0.15%,President/CEO,"$-7,920,863",82.25,"$2,511,276","$96,393,088","Health : Diseases, Disorders, and Disciplines ","$2,241,367",85.23,$0,"$73,735,692",MA,"$40,370,530"
93.00,"$244,114",Johns Hopkins All Children's Hospital Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5582, ' St. Petersburg,,"$116,711",0.81%,Director,"$-4,215,914",79.42,"$4,228,826","$156,317,990","Health : Treatment and Prevention Services , ","$3,905,975",84.62,$0,"$9,888,175",FL,"$5,834,799"
70.00,"$225,729",Jones Valley Teaching Farm,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17428, '\r\n\t\t\tBirmingham,,"$93,077",7.80%,Executive Director,"$328,187",98.22,"$113,449","$1,656,038",Education : Youth Education Programs and Services ,"$226,332",78.74,$0,"$852,701",AL,"$1,259,911"
78.00,"$2,799,150",John Wayne Cancer Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3956, '\r\n\t\t\tSanta Monica,,,--\r\n                 ,CEO,"$-5,912,897",65.97,"$1,455,761","$-5,003,733",Health : Medical Research ,"$93,671",71.34,$0,"$11,427,668",CA,"$9,646,890"
93.00,"$1,023,468",John Muir Health Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5804, '\r\n\t\t\tWalnut Creek,,,--\r\n                 ,President,"$6,171,638",97.50,"$507,881","$30,447,213","Health : Treatment and Prevention Services , ","$95,858",94.74,$0,"$8,847,128",CA,"$15,388,393"
89.00,"$469,664",John Tracy Clinic,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10170, '\r\n\t\t\tLos Angeles,,"$162,816",4.51%,"President, CEO","$-645,678",77.17,"$471,443","$7,956,552",Human Services : Social Services ,"$732,797",82.08,$0,"$2,661,889",CA,"$1,544,946"
96.00,"$513,017",John P. McGovern Museum of Health & Medical Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7570, '\r\n\t\t\tHouston,,"$189,322",4.74%,President/CEO,"$-1,400,883",86.58,"$449,212","$23,458,918","Arts, Culture, Humanities : Museums ",$-838,90.09,$0,"$3,026,566",TX,"$1,507,694"
89.00,"$420,203",John Locke Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15362, ' Raleigh,,"$135,414",3.95%,President,"$534,474",72.85,"$470,454","$859,843",Research and Public Policy : Social and Public Policy Research ,"$23,076",79.28,$0,"$2,534,538",NC,"$3,927,153"
89.00,"$8,516,645",The John F. Kennedy Center for the Performing Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3951, '\r\n\t\t\tWashington,,"$981,643",0.44%,President,"$13,687,082",92.93,"$10,650,985","$390,626,633","Arts, Culture, Humanities : Performing Arts ","$9,137,250",90.75,$0,"$203,309,226",DC,"$138,263,239"
89.00,"$612,528",John F. Kennedy Library Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3952, '\r\n\t\t\tBoston,,"$363,719",4.65%,Chief Executive Officer,"$-1,252,381",81.39,"$1,441,205","$42,928,132","Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ","$2,736,767",84.71,$0,"$5,760,150",MA,"$3,702,521"
96.00,"$1,350,344",John Ball Zoo ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6163, ' Grand Rapids,,"$172,875",1.77%,CEO,"$-1,618,656",86.90,"$196,190","$3,174,305",Animals : Zoos and Aquariums ,"$967,549",90.31,$0,"$8,179,826",MI,"$1,966,409"
51.00,"$566,218",The John Ankerberg Show,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12285, '\r\n\t\t\tChattanooga ,,"$75,000",2.18%,"CEO, Comptroller, Secretary","$27,435",81.08,"$379,048","$474,153",Religion : Religious Media and Broadcasting ,"$-26,920",62.85,$0,"$2,491,027",TN,"$3,490,648"
89.00,"$192,881",Kilo Diabetes & Vascular Research Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8259, ' St. Louis,,"$124,615",5.31%,Chairman,"$-1,490,964",95.90,"$1,301","$2,469,089","Health : Diseases, Disorders, and Disciplines ","$59,942",91.69,$0,"$2,150,799",MO,"$793,955"
78.00,"$758,542",John Michael Kohler Arts Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8356, '\r\n\t\t\tSheboygan,,"$184,372",3.20%,Center Director,"$2,176,893",96.51,"$468,527","$61,715,552","Arts, Culture, Humanities : Performing Arts ","$2,101,257",84.24,$0,"$4,525,995",WI,"$5,543,490"
96.00,"$204,505",Kidworks,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17284, '\r\n\t\t\tSanta Ana,,"$71,550",2.64%,Executive Director,"$2,537,813",83.53,"$341,575","$5,389,590",Human Services : Children's and Family Services ,"$110,484",88.01,$0,"$2,154,637",CA,"$5,109,546"
100.00,"$1,243,162",KidsTLC,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10686, '\r\n\t\t\tOlathe,,"$189,665",1.27%,"President, CEO","$65,775",90.00,"$691,797","$19,003,265","Human Services : Youth Development, Shelter, and Crisis Services ","$109,457",92.92,$0,"$12,916,017",KS,"$2,625,293"
96.00,"$501,899",Kidspace Children's Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8825, '\r\n\t\t\tPasadena,,"$170,613",3.16%,CEO,"$-962,170",91.77,"$459,972","$18,802,087","Arts, Culture, Humanities : Museums ","$147,081",93.52,$0,"$4,424,013",CA,"$1,451,219"
100.00,"$170,115",Kidsave,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9181, '\r\n\t\t\tCulver City,,"$143,350",8.47%,Chief Executive Officer,"$31,357",88.10,"$51,361","$687,844",International : Development and Relief Services ,"$2,309",91.58,$0,"$1,469,377",CA,"$1,719,901"
93.00,"$513,885",Kids' Food Basket,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14550, ' Grand Rapids,,"$106,835",3.10%,Executive Director,"$451,322",86.68,"$498,090","$2,216,022",Human Services : Social Services ,$854,89.35,$0,"$2,432,408",MI,"$3,853,111"
71.00,"$251,802",Kids Wish Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6115, '\r\n\t\t\tHoliday,,"$201,480",1.37%,Executive Director,"$-507,567",0.00,"$11,055,206","$1,735,670",Health : Patient and Family Support ,$953,26.37,$0,"$3,304,643",FL,"$14,103,131"
59.00,"$68,828",KIK Kentfield Schools Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11073, '\r\n\t\t\tKentfield,,"$74,000",5.73%,Executive Director,"$176,438",88.21,"$110,948","$2,354,191","Education : Scholarship and Financial Support , ","$182,969",69.83,$0,"$1,111,327",CA,"$1,284,572"
100.00,"$219,418",Kids in Crisis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7564, '\r\n\t\t\tCos Cob,,"$213,607",4.58%,Executive Director,"$-383,308",90.85,"$500,006","$10,498,873","Human Services : Youth Development, Shelter, and Crisis Services ","$825,468",93.52,$0,"$3,938,095",CT,"$3,448,743"
96.00,"$211,824",Kids In Need Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11577, ' Dayton,,"$168,797",0.16%,Executive Director,"$256,800",92.50,"$375,832","$7,348,043",Education : Youth Education Programs and Services ,"$-44,689",93.98,$0,"$99,269,863",OH,"$100,115,308"
96.00,"$195,339",KIDS HOPE USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15074, ' Zeeland,,"$132,765",7.62%,President,"$1,675,543",87.66,"$225,460","$3,011,229","Human Services : Youth Development, Shelter, and Crisis Services ","$2,314",90.82,$0,"$1,321,184",MI,"$3,187,275"
89.00,"$106,900",KIDS Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11413, '\r\n\t\t\tBend,,"$111,401",6.18%,Executive Director,"$173,605",95.00,"$124,644","$1,196,494",Human Services : Children's and Family Services ,"$547,688",91.45,$0,"$1,570,116",OR,"$1,275,443"
85.00,"$202,580","Kids House of Seminole, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11437, '\r\n\t\t\tSanford,,"$87,323",4.53%,Executive Director,"$-114,439",95.51,"$54,284","$2,861,344",Human Services : Children's and Family Services ,"$9,627",88.92,$0,"$1,669,511",FL,"$1,747,874"
85.00,"$117,186",Kids Forward,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14303, ' Madison,,"$108,865",6.34%,Executive Director,"$374,505",86.88,"$39,141","$1,265,255",Human Services : Children's and Family Services ,$269,85.90,$0,"$1,560,317",WI,"$1,856,102"
100.00,"$891,043",Kids Alive International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5190, '\r\n\t\t\tValparaiso,,"$120,280",1.04%,President,"$472,202",100.00,"$804,500","$13,094,214",International : Development and Relief Services ,"$133,950",100.00,$0,"$9,785,964",IN,"$11,819,759"
97.00,"$206,435",Kids Around the World,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9160, '\r\n\t\t\tRockford,,"$44,423",1.02%,President,"$50,103",89.52,"$186,222","$1,470,344",International : Development and Relief Services ,"$27,389",92.29,$0,"$3,928,021",IL,"$4,343,392"
